input,output,token_count
3_extracted.docx,"<fatos>
Jéssica Farias ajuizou ação de reparação de danos materiais e morais em face de Soluções em Tecnologia Sustentável, fundamentada em contrato de prestação de serviços de administração de locação firmado em 17/12/2010, com vigência de 21/12/2010 a 21/12/2012, referente a um imóvel de sua propriedade. O imóvel foi alugado para a empresa Energia Verde Incorporadora, com seguro fiança locatícia junto à Companhia Mutual de Seguros.

A autora alegou que: (i) não obteve resposta sobre eventual apólice do seguro fiança; (ii) a entrega das chaves foi irregular em dezembro de 2012, sem realização de vistoria pela imobiliária; (iii) a ré não cumpriu o contrato por não ter movido medida judicial contra o locatário para cobranças devidas; (iv) diante da inércia, a autora e seu irmão Visconde de Pirajá buscaram orçamentos para reforma do imóvel; (v) solicitou rescisão contratual e devolução da documentação, tendo a ré se recusado.

Em contestação, a ré alegou que: (i) não foi solicitada a mover ação judicial contra a locatária; (ii) o irmão da autora cuidou da entrega do imóvel; (iii) houve tratativas diretas entre advogados de locadora e locatária; (iv) realizou vistoria no fim do contrato e cobrou regularização de pendências dos locatários, conforme documento de fls.121.

O juízo identificou que o fim da locação se deu por intermédio do irmão e representante da autora, que realizou vistoria e aceitou as chaves, resolvendo as questões diretamente com os inquilinos, não havendo negligência da imobiliária ré.
</fatos>

<pedidos>
1. Condenação da requerida ao pagamento de indenização por danos materiais no valor de R$ 6.806,86;

2. Condenação da requerida ao pagamento de indenização por danos morais (valor não especificado na decisão);

3. Devolução de toda documentação pertinente ao imóvel locado.
</pedidos>",600
10_extracted.docx,"<fatos>
Em 21/05/2011 e 14/06/2011, os autores Rafael Carvalho e Natalia Silveira tiveram seus nomes inseridos em cadastros de inadimplentes devido a dois contratos distintos: um contrato de aval (nº 835.320) e um contrato de fiança (nº 692.370-4), ambos prestados em garantia a contratos firmados entre a Visão Futura Consultoria Financeira e a empresa Novo Horizonte Consultoria. Os autores alegaram desconhecer os contratos, afirmando que as assinaturas eram falsas e que não houve anuência da corré. Foi realizada perícia grafotécnica que confirmou a falsidade das assinaturas, conforme laudo pericial que constatou ""divergências de valores escriturais"" e concluiu que as assinaturas ""não foram produzidas pelo punho daquele escritor, sendo, portanto falsas, bem como não são de sua autoria quaisquer das rubricas que figuram nos referidos documentos"". A relação jurídica foi caracterizada como de consumo, sendo aplicada a inversão do ônus da prova, cabendo ao banco comprovar a autenticidade dos contratos, o que não foi feito.
</fatos>

<pedidos>
1. Concessão de gratuidade da justiça;
2. Concessão de tutela antecipada para exclusão dos nomes dos autores dos órgãos de proteção ao crédito;
3. Declaração de inexigibilidade do contrato de aval nº 835.320;
4. Declaração de inexigibilidade do contrato de fiança nº 692.370-4;
5. Condenação da ré ao pagamento de indenização por danos morais.
</pedidos>",457
10_extracted.docx,"<fatos>
Em 21/05/2011 e 14/06/2011, Rafael Carvalho e Natalia Silveira tiveram seus nomes inseridos nos cadastros de proteção ao crédito em decorrência de dois contratos distintos firmados com a Visão Futura Consultoria Financeira: um contrato de aval (nº 835.320) e um contrato de fiança (nº 692.370-4), ambos prestados em garantia a contratos celebrados com a empresa Novo Horizonte Consultoria. Os autores alegaram desconhecer os contratos, sustentando que as assinaturas eram falsas e que não houve anuência da corré. Foi realizada perícia grafotécnica que confirmou a falsidade das assinaturas, conforme laudo pericial que identificou ""divergências de valores escriturais"" e atestou que as assinaturas ""não foram produzidas pelo punho daquele escritor, sendo, portanto falsas, bem como não são de sua autoria quaisquer das rubricas que figuram nos referidos documentos"". A relação jurídica foi caracterizada como de consumo, sendo os autores considerados consumidores nos termos do artigo 2º do CDC e a ré como fornecedora conforme artigo 3º do mesmo diploma legal.
</fatos>

<pedidos>
1. Concessão da gratuidade da justiça;
2. Concessão de tutela antecipada para exclusão dos nomes dos autores dos órgãos de proteção ao crédito;
3. Declaração de inexigibilidade do contrato de aval nº 835.320;
4. Declaração de inexigibilidade do contrato de fiança nº 692.370-4;
5. Condenação da ré ao pagamento de indenização por danos morais.
</pedidos>",465
10_extracted.docx,"<fatos>
Em 21/05/2011 e 14/06/2011, Rafael Carvalho e Natalia Silveira tiveram seus nomes inseridos em cadastros de inadimplentes em razão de dois contratos distintos firmados com a Visão Futura Consultoria Financeira: um contrato de aval (nº 835.320) e um contrato de fiança (nº 692.370-4), ambos prestados em garantia a contratos celebrados com a empresa Novo Horizonte Consultoria. Os autores alegaram desconhecer os contratos, sustentando que as assinaturas eram falsas e que não houve anuência/outorga da corré. Foi realizada perícia grafotécnica que confirmou a falsidade das assinaturas, conforme laudo pericial que identificou ""divergências de valores escriturais"" e atestou que as assinaturas ""não foram produzidas pelo punho daquele escritor, sendo, portanto falsas, bem como não são de sua autoria quaisquer das rubricas que figuram nos referidos documentos"". O juízo reconheceu a relação de consumo entre as partes, aplicando a inversão do ônus da prova, e constatou que a ré não comprovou a autenticidade dos contratos questionados.
</fatos>

<pedidos>
1. Concessão da gratuidade da justiça;
2. Concessão de tutela antecipada para exclusão dos nomes dos autores dos órgãos de proteção ao crédito;
3. Declaração de inexigibilidade do contrato de aval nº 835.320;
4. Declaração de inexigibilidade do contrato de fiança nº 692.370-4;
5. Condenação da ré ao pagamento de indenização por danos morais.
</pedidos>",463
7_extracted.docx,"<fatos>
A empresa Vanguarda Ambiental Ltda., proprietária do imóvel consistente em gleba A, resultante da subdivisão do Sítio Bom Retiro (matrícula nº 19.509 junto ao 2º CRI de Campinas SP), firmou instrumento particular de compromisso de compra e venda com João Silva em 13/11/2009, no valor de R$ 82.150,00. O réu deixou de pagar as prestações acordadas, acumulando inadimplência no valor de R$ 35.574,12, conforme apurado em perícia judicial. A autora notificou o réu constituindo-o em mora e ajuizou ação declaratória de rescisão contratual cumulada com reintegração de posse. O réu apresentou contestação com reconvenção, alegando juros abusivos e requerendo revisão contratual, com pedido alternativo de resolução e venda com indenização pelas benfeitorias. A perícia judicial não identificou práticas de anatocismo ou juros abusivos, confirmando apenas a execução das cláusulas contratuais pactuadas. Foi constatado que houve cumprimento substancial do contrato pelo réu, o que afastou as consequências rígidas da mora e a possibilidade de rescisão contratual.
</fatos>

<pedidos>
A autora requereu:
1. A declaração de rescisão do contrato firmado com o réu;
2. A reintegração de posse do imóvel;
3. A fixação de multa em caso de nova prática de atos de espoliação pelo requerido;
4. A condenação do réu ao pagamento de taxa de ocupação pelo período de uso do bem, calculada em 1% de seu valor atual;
5. A aplicação de multa de 10% sobre o valor do contrato para compensação com despesas administrativas, corretagem, propaganda e demais custos.

O réu, em reconvenção, requereu:
1. A concessão de gratuidade da justiça;
2. A impugnação ao valor da causa;
3. O reconhecimento da ausência de interesse processual;
4. A revisão do contrato por onerosidade excessiva;
5. O afastamento da aplicação de multa e taxa de fruição;
6. Alternativamente, a resolução do contrato com indenização pelas benfeitorias realizadas.
</pedidos>",618
7_extracted.docx,"<fatos>
A empresa Vanguarda Ambiental Ltda., proprietária do imóvel consistente em gleba A, resultante da subdivisão do Sítio Bom Retiro (matrícula nº 19.509 junto ao 2º CRI de Campinas SP), firmou instrumento particular de compromisso de compra e venda com João Silva em 13/11/2009, no valor de R$ 82.150,00. O réu deixou de pagar as prestações acordadas, acumulando inadimplência no valor de R$ 36.161,21, sendo constituído em mora por notificação. A empresa autora ingressou com ação declaratória de rescisão contratual cumulada com reintegração de posse, requerendo ainda o pagamento de taxa de ocupação de 1% sobre o valor atual do bem e multa de 10% sobre o valor do contrato. O réu apresentou contestação com reconvenção, alegando juros abusivos e requerendo revisão contratual, com pedido alternativo de resolução e venda com indenização por benfeitorias. Foi realizada perícia que apurou débito de R$ 35.574,12 e demonstrou o cumprimento substancial do contrato, não evidenciando a prática de anatocismo ou juros abusivos, tendo sido apenas executadas as cláusulas contratuais livremente pactuadas.</fatos>

<pedidos>
1. Declaração de rescisão do contrato de compra e venda
2. Reintegração de posse do imóvel
3. Condenação ao pagamento de taxa de ocupação de 1% sobre o valor atual do bem
4. Aplicação de multa de 10% sobre o valor do contrato
5. Em reconvenção pelo réu:
   - Revisão do contrato
   - Alternativamente, resolução e venda com indenização pelas benfeitorias realizadas
   - Afastamento da multa e taxa de fruição
6. Valor da causa fixado em R$ 75.651,44</pedidos>",515
7_extracted.docx,"<fatos>
A empresa Vanguarda Ambiental Ltda., proprietária do imóvel consistente na gleba A, resultante da subdivisão do Sítio Bom Retiro, matrícula nº 19.509 junto ao 2º CRI de Campinas SP, onde foi realizado o Loteamento Parque Bom Retiro, firmou instrumento particular de compromisso de compra e venda com João Silva em 13/11/2009, no valor de R$ 82.150,00. O réu deixou de pagar prestações, acumulando inadimplência no valor de R$ 36.161,21, sendo constituído em mora por notificação. A perícia técnica realizada nos autos apurou débito no montante de R$ 35.574,12, confirmando o inadimplemento, porém evidenciando que houve cumprimento substancial do contrato. O juízo constatou que não houve prática de anatocismo ou juros abusivos no contrato, tendo sido executadas as cláusulas contratuais livremente pactuadas entre as partes, conforme conclusão pericial. Foi afastada a aplicação de multas e encargos, bem como o ressarcimento pelo período de fruição do imóvel, considerado regular em razão da manutenção do contrato.
</fatos>

<pedidos>
A autora Vanguarda Ambiental Ltda. pleiteou:
1. Rescisão do contrato firmado com o réu;
2. Reintegração de posse do imóvel;
3. Imposição de multa em caso de nova prática de atos de espoliação pelo requerido;
4. Condenação do réu ao pagamento de taxa de ocupação pelo período de uso do bem, calculada em 1% de seu valor atual;
5. Aplicação de multa de 10% sobre o valor do contrato para compensação com despesas administrativas, corretagem, propaganda e demais custos.

O réu João Silva, em reconvenção, requereu:
1. Revisão do contrato;
2. Alternativamente, resolução e venda com indenização pelas benfeitorias realizadas;
3. Reconhecimento da prática de juros abusivos, anatocismo e capitalização indevida.
</pedidos>",580
1_extracted.docx,"<fatos>
Em 11/04/2018, Gustavo Lopes celebrou contrato de empréstimo consignado nº 8425.3196 no valor de R$ 10.893,08, a ser pago em 72 prestações de R$ 308,71, descontados de seu benefício previdenciário. O referido empréstimo consistia em um refinanciamento para quitar os empréstimos nº 1293.3146 e 8425.3196, no montante de R$ 8.884,77, com liberação adicional de R$ 2.008,31 para terceiro via ordem de pagamento. A contratação foi realizada pela Heights, com autorização da Excelência Empresarial Consultoria.

O autor alegou não possuir vínculo com as rés nem ter autorizado os descontos em seu benefício previdenciário, afirmando serem fraudulentos. As requeridas não apresentaram documentos que comprovassem a contratação do empréstimo, sendo que o contrato juntado aos autos estava sem assinatura. Foi comprovada a disponibilização do valor de R$ 2.008,31 ao autor, que se manteve inerte quando intimado a esclarecer se a assinatura no documento lhe pertencia.

O juízo entendeu que, mesmo havendo possível fraude de terceiro, não se exclui a responsabilidade das rés por estar a prática inserida no risco do negócio. Considerou que os descontos indevidos no benefício previdenciário, única fonte de subsistência do autor e seu núcleo familiar, causaram transtornos e desorganização em suas finanças.
</fatos>

<pedidos>
1. Declaração de inexistência de relação jurídica e anulação do contrato de empréstimo consignado;

2. Condenação solidária das rés à restituição simples dos valores descontados do benefício previdenciário, corrigidos monetariamente pela tabela prática do TJSP desde os descontos e juros de mora de 1% ao mês desde a citação, com abatimento de R$ 2.008,31;

3. Condenação solidária das rés ao pagamento de R$ 5.000,00 a título de danos morais, com correção monetária pela tabela prática do TJSP desde a publicação da sentença e juros de mora de 1% ao mês desde a citação;

4. Condenação das rés ao pagamento de custas, despesas processuais e honorários advocatícios fixados em 10% sobre o valor da condenação para cada uma.
</pedidos>",666
1_extracted.docx,"<fatos>
Em 11/04/2018, Gustavo Lopes celebrou contrato de empréstimo consignado nº 8425.3196 no valor de R$ 10.893,08, a ser pago em 72 prestações de R$ 308,71, descontados de seu benefício previdenciário. O referido empréstimo consistia em refinanciamento para quitar os empréstimos nº 1293.3146 e 8425.3196, no montante de R$ 8.884,77, restando R$ 2.008,31 que foram liberados para terceiro desconhecido via ordem de pagamento. A contratação foi realizada pela Heights, com autorização da Excelência Empresarial Consultoria.

Em análise, verificou-se que o contrato apresentado nos autos estava desprovido de assinatura, não tendo sido demonstrado pelas rés o meio pelo qual teria ocorrido a contratação. Apesar da comprovação da disponibilização de R$ 2.008,31 ao autor, este quedou-se inerte quando intimado a esclarecer se a assinatura no documento lhe pertencia, indicando que se beneficiou deste valor.

O autor, beneficiário da previdência social, dispunha unicamente do benefício para sua sobrevivência e de seu núcleo familiar próximo. Os descontos indevidos causaram fundado receio quanto à possibilidade de manter sua própria subsistência, além de desorganizar suas finanças.
</fatos>

<pedidos>
1. Declaração de inexistência da relação jurídica referente ao contrato de empréstimo mencionado na inicial;

2. Restituição simples aos autores de todos os valores descontados do benefício previdenciário a título do empréstimo consignado, corrigidos monetariamente pela tabela prática do TJSP desde os descontos e acrescidos de juros moratórios de 1% ao mês desde a citação;

3. Condenação solidária das rés ao pagamento de R$ 5.000,00 a título de danos morais, corrigidos monetariamente pela tabela prática do TJSP desde a publicação da sentença e acrescidos de juros de mora de 1% ao mês desde a citação;

4. Abatimento da quantia de R$ 2.008,31 dos valores devidos ao autor;

5. Condenação das rés ao pagamento de custas, despesas processuais e honorários advocatícios fixados em 10% sobre o valor da condenação para cada.
</pedidos>",654
1_extracted.docx,"<fatos>
Em 11/04/2018, Gustavo Lopes celebrou contrato de empréstimo consignado nº 8425.3196 no valor de R$ 10.893,08, a ser pago em 72 prestações de R$ 308,71, descontados de seu benefício previdenciário. O referido empréstimo consistia em refinanciamento para quitar os empréstimos nº 1293.3146 e 8425.3196, no montante de R$ 8.884,77, sendo que R$ 2.008,31 foram liberados para terceiro desconhecido via ordem de pagamento. A contratação foi realizada pela Heights, com autorização da Excelência Empresarial Consultoria.

Em sede judicial, as requeridas não apresentaram documentos que comprovassem a efetiva contratação do empréstimo impugnado. O contrato juntado aos autos pelo autor estava sem assinatura, não tendo sido indicado pelas rés o meio pelo qual teria ocorrido a contratação. Posteriormente, foi comprovada a disponibilização do valor de R$ 2.008,31 ao autor, que se quedou inerte quando intimado a esclarecer se a assinatura no documento lhe pertencia.

O juízo reconheceu a inexistência de relação jurídica entre as partes, considerando que o autor não assinou autorização para descontos em seu benefício previdenciário, sendo configurado dano moral in re ipsa, uma vez que o autor, beneficiário da previdência social, dispõe unicamente do benefício para sua sobrevivência e de seu núcleo familiar próximo.
</fatos>

<pedidos>
1. Concessão de tutela de urgência para que as rés se abstivessem de incluir o nome do autor no cadastro de inadimplentes e suspendessem os descontos do empréstimo;

2. Declaração de inexistência de relação jurídica e anulação do contrato;

3. Indenização por danos materiais com restituição em dobro dos valores debitados na proporção de R$ 13.891,95;

4. Indenização por danos morais no valor de R$ 20.000,00.

O juízo julgou procedente a ação para:

1. Tornar definitiva a tutela de urgência concedida;

2. Declarar inexistente a relação jurídica do contrato de empréstimo;

3. Condenar solidariamente os requeridos a:
   - Restituir de forma simples os valores descontados do benefício previdenciário, com correção monetária e juros de 1% ao mês desde a citação;
   - Pagar R$ 5.000,00 a título de danos morais, com correção monetária desde a publicação da sentença e juros de 1% ao mês desde a citação;
   - Abater do montante devido ao autor a quantia de R$ 2.008,31;
   - Arcar com custas, despesas processuais e honorários advocatícios de 10% sobre o valor da condenação para cada ré.
</pedidos>",798
9_extracted.docx,"<fatos>
RENATO CAVALCANTI ajuizou ação consignatória cumulada com revisional de contrato em face de CONSULTORIA GLOBAL DE NEGÓCIOS, pleiteando a revisão de contrato de arrendamento mercantil para aquisição de veículo. O autor alega a existência de cláusulas abusivas e juros capitalizados no contrato, sustentando que o ""valor correto"" para pagamento seria diverso do cobrado, requerendo compensação ou repetição de indébito dos valores supostamente pagos indevidamente. O contrato foi celebrado livremente com previsão de parcelas mensais fixas, conforme documento de ""fls. 23"", com incidência de juros e encargos bancários expressamente previstos no instrumento. O autor teria efetuado alguns pagamentos das parcelas mensais. Foi concedido ao autor o benefício da justiça gratuita. O contrato não foi juntado aos autos. A instituição financeira ré é integrante do Sistema Financeiro Nacional.
</fatos>

<pedidos>
1. Revisão do contrato de arrendamento mercantil para aquisição de veículo;
2. Declaração de ilegalidade de cláusulas contratuais que preveem juros capitalizados;
3. Reconhecimento do ""valor correto"" para pagamento das parcelas;
4. Compensação ou repetição de indébito dos valores alegadamente pagos de forma indevida.
</pedidos>",372
9_extracted.docx,"<fatos>
RENATO CAVALCANTI ajuizou ação consignatória cumulada com revisional de contrato em face de CONSULTORIA GLOBAL DE NEGÓCIOS, pleiteando a revisão de contrato de arrendamento mercantil para aquisição de veículo. O autor alega que o contrato possui cláusulas abusivas com juros capitalizados, sustentando que o valor correto para pagamento seria diverso do cobrado, requerendo compensação ou repetição de indébito dos valores que considera indevidamente pagos. O contrato foi celebrado livremente pelo autor, com parcelas mensais fixas, conforme documentos de ""fls. 23"", tendo o autor conhecimento, no momento da celebração, da incidência de juros e encargos bancários expressamente previstos no instrumento. A instituição financeira ré, integrante do Sistema Financeiro Nacional, concedeu crédito ao autor mediante contrato de arrendamento mercantil, prestando os respectivos serviços bancários. O magistrado ressalta que o contrato não foi juntado aos autos e que não há evidências de anatocismo ou ilegalidade na cobrança das tarifas pelos serviços prestados.
</fatos>

<pedidos>
O autor requer:
1. A revisão do contrato de arrendamento mercantil celebrado com a instituição financeira ré, sob alegação de existência de cláusulas abusivas e juros capitalizados;
2. A fixação de novo valor para pagamento das parcelas contratuais;
3. A compensação ou repetição de indébito dos valores que alega ter pago indevidamente.
</pedidos>",411
9_extracted.docx,"<fatos>
RENATO CAVALCANTI ajuizou ação consignatória cumulada com revisional de contrato em face de BANCO BRADESCO FINANCIAMENTOS S/A, objetivando a revisão de contrato de arrendamento mercantil para aquisição de veículo. O autor alega a existência de cláusulas abusivas com juros capitalizados, sustentando haver valor diverso para pagamento e pleiteando compensação ou repetição de indébito dos valores supostamente pagos indevidamente. O contrato foi celebrado livremente com previsão de parcelas mensais fixas, conforme consta às ""fls. 23"", com incidência de juros e encargos bancários expressamente previstos no instrumento contratual. O autor teria efetuado alguns pagamentos das parcelas mensais convencionadas. O magistrado ressalta que o contrato não foi juntado aos autos. A instituição financeira ré, integrante do Sistema Financeiro Nacional, concedeu crédito ao autor mediante prestação de serviços bancários com cobrança de tarifas correspondentes.
</fatos>

<pedidos>
O autor requer:
1. A revisão do contrato de arrendamento mercantil firmado com o Banco Bradesco Financiamentos S/A;
2. O reconhecimento da existência de cláusulas abusivas e juros capitalizados no contrato;
3. A fixação de novo valor para pagamento das parcelas contratuais;
4. A compensação ou repetição de indébito dos valores alegadamente pagos de forma indevida.
</pedidos>",400
2_extracted.docx,"<fatos>
As partes, Aline Santos e Pedro Ferreira, casaram-se em 18 de novembro de 2017. Em decorrência de desavenças conjugais, distribuíram Ação de Divórcio em 22 de julho de 2002, que tramitou perante a 3ª Vara da Familia e Sucessões da comarca sob nº 8847562-32.2002.4.04.4659. Durante o matrimônio, as partes adquiriram um imóvel no valor de R$ 167.000,00 (cento e sessenta e sete mil reais) mediante financiamento junto à Caixa Econômica Federal, tendo realizado aporte inicial de R$ 5.008,08 (cinco mil, oito reais e oito centavos). No acordo homologado no âmbito do divórcio, estabeleceu-se que o imóvel financiado ficaria integralmente com o cônjuge varão, que deveria providenciar a transferência do financiamento exclusivamente para seu nome, assumindo a totalidade da dívida remanescente. Contudo, o réu não providenciou a retirada do nome da autora do contrato de financiamento, impossibilitando-a de realizar novo financiamento junto à Caixa Econômica Federal. O réu, devidamente citado, não apresentou contestação, sendo decretada sua revelia.
</fatos>

<pedidos>
A autora requer:
1. A procedência da ação para determinar que o réu providencie a transferência do financiamento única e exclusivamente para seu nome, cumprindo os trâmites especificados pela financiadora (Caixa Econômica Federal);
2. Subsidiariamente, caso não seja possível a transferência, que o réu promova a substituição da autora por outra pessoa de sua confiança.
</pedidos>",475
2_extracted.docx,"<fatos>
Aline Santos e Pedro Ferreira casaram-se em 18 de novembro de 2017. Após desavenças conjugais, distribuíram Ação de Divórcio em 22 de julho de 2002, que tramitou na 3ª Vara da Família e Sucessões da comarca sob nº 8847562-32.2002.4.04.4659. Durante o casamento, as partes adquiriram um imóvel no valor de R$ 167.000,00 mediante financiamento junto à Caixa Econômica Federal, tendo dado aporte inicial de R$ 5.008,08. No acordo homologado no divórcio, estabeleceu-se que o imóvel financiado ficaria integralmente para o cônjuge varão, que deveria providenciar a transferência do financiamento exclusivamente para seu nome, assumindo a dívida remanescente. Contudo, o réu não providenciou a retirada do nome da autora do contrato de financiamento, impossibilitando-a de realizar novo financiamento junto à Caixa Econômica Federal. Citado, o réu não apresentou contestação, sendo decretada sua revelia. Os documentos juntados aos autos, incluindo cópia do acordo realizado entre as partes, bem como a ausência de resistência à pretensão, demonstraram que a parte ré não cumpriu o avençado quanto à transferência do imóvel.
</fatos>

<pedidos>
1. Determinação para que o réu providencie a transferência do financiamento única e exclusivamente para seu nome, devendo cumprir os trâmites especificados pela financiadora (Caixa Econômica Federal);

2. Subsidiariamente, caso não seja possível a transferência, que o réu promova a substituição da autora por outra pessoa de sua confiança.
</pedidos>",477
2_extracted.docx,"<fatos>
As partes, Aline Santos e Pedro Ferreira, casaram-se em 18 de novembro de 2017. Durante a constância do casamento, adquiriram um imóvel no valor de R$ 167.000,00 (cento e sessenta e sete mil reais) mediante financiamento junto à Caixa Econômica Federal, tendo realizado aporte inicial de R$ 5.008,08 (cinco mil, oito reais e oito centavos). Após desavenças, as partes decidiram encerrar a união matrimonial, tendo sido distribuída Ação de Divórcio em 22 de julho de 2002, que tramitou perante a 3ª Vara da Família e Sucessões da comarca sob nº 8847562-32.2002.4.04.4659. No acordo homologado, ficou estabelecido que o imóvel financiado ficaria integralmente para o cônjuge varão, que deveria providenciar a transferência do financiamento exclusivamente para seu nome, assumindo a dívida remanescente. O réu, contudo, não providenciou a retirada do nome da autora do contrato de financiamento, impossibilitando-a de realizar novo financiamento junto à Caixa Econômica Federal. Citado, o réu não apresentou contestação, sendo decretada sua revelia. Os documentos juntados aos autos, incluindo cópia do acordo realizado entre as partes, bem como a ausência de resistência à pretensão, demonstraram que a parte ré deixou de cumprir o avençado, não realizando a transferência do imóvel.
</fatos>

<pedidos>
A autora requer a procedência da ação para que seja determinado ao réu providenciar a transferência do financiamento única e exclusivamente para seu nome, devendo cumprir os trâmites especificados pela financiadora (Caixa Econômica Federal). Subsidiariamente, caso não seja possível, requer que o réu promova a substituição da autora por outra pessoa de sua confiança.
</pedidos>",532
